0,1,2,3,4
Zendon Hamilton,316000,2000,2001,Los Angeles Clippers
Jason Hart,316000,2000,2001,Milwaukee Bucks
Daniel Santiago,316000,2000,2001,Phoenix Suns
Dan Langhi,316000,2000,2001,Houston Rockets
Eddie House,316000,2000,2001,Miami Heat
Soumaila Samake,316000,2000,2001,New Jersey Nets
Jake Voskuhl,316000,2000,2001,Chicago Bulls
Stephen Jackson,316000,2000,2001,New Jersey Nets
Chris Porter,316000,2000,2001,Golden State Warriors
Paul McPherson,316000,2000,2001,Phoenix Suns
A.J. Guyton,316000,2000,2001,Chicago Bulls
Brian Cardinal,316000,2000,2001,Detroit Pistons
Marc Jackson,316000,2000,2001,Golden State Warriors
Ruben Wolkowyski,316000,2000,2001,Seattle SuperSonics
Olumide Oyedeji,316000,2000,2001,Seattle SuperSonics
Hanno Mottola,316000,2000,2001,Atlanta Hawks
Rodney Buford,288000,2000,2001,Philadelphia 76ers
Anthony Goldwire,243000,2000,2001,Denver Nuggets
Chucky Brown,241000,2000,2001,Golden State Warriors
Vernon Maxwell,161000,2000,2001,Philadelphia 76ers
Doug Overton,90000,2000,2001,New Jersey Nets
Sean Colson,83000,2000,2001,Houston Rockets
David Vanterpool,80000,2000,2001,Washington Wizards
Steve Goodrich,37000,2000,2001,Chicago Bulls
Eddie Gill,34000,2000,2001,New Jersey Nets
Chris Garner,32000,2000,2001,Golden State Warriors
Scott Burrell,29000,2000,2001,Charlotte Hornets
Dan Mcclintock,26000,2000,2001,Denver Nuggets
Raja Bell,24000,2000,2001,Philadelphia 76ers
Jamel Thomas,24000,2000,2001,New Jersey Nets
Kevin Garnett,22400000,2001,2002,Minnesota Timberwolves
Shaquille O'Neal,21428000,2001,2002,Los Angeles Lakers
Alonzo Mourning,18756000,2001,2002,Miami Heat
Juwan Howard,18750000,2001,2002,Denver Nuggets
Scottie Pippen,18083000,2001,2002,Portland Trail Blazers
Karl Malone,17500000,2001,2002,Utah Jazz
Rasheed Wallace,14400000,2001,2002,Portland Trail Blazers
Dikembe Mutombo,14315000,2001,2002,Philadelphia 76ers
Gary Payton,12926000,2001,2002,Seattle SuperSonics
Shawn Kemp,12770000,2001,2002,Portland Trail Blazers
Chris Webber,12750000,2001,2002,Sacramento Kings
Damon Stoudamire,12375000,2001,2002,Portland Trail Blazers
Reggie Miller,12045000,2001,2002,Indiana Pacers
Antonio McDyess,11700000,2001,2002,Denver Nuggets
Antoine Walker,11250000,2001,2002,Boston Celtics
Shareef Abdur-Rahim,11250000,2001,2002,Atlanta Hawks
Allen Iverson,11250000,2001,2002,Philadelphia 76ers
Latrell Sprewell,11250000,2001,2002,New York Knicks
Vin Baker,11250000,2001,2002,Seattle SuperSonics
Zydrunas Ilgauskas,11250000,2001,2002,Cleveland Cavaliers
Anfernee Hardaway,11250000,2001,2002,Phoenix Suns
Ray Allen,11250000,2001,2002,Milwaukee Bucks
Kobe Bryant,11250000,2001,2002,Los Angeles Lakers
Stephon Marbury,11250000,2001,2002,Phoenix Suns
Antonio Davis,11000000,2001,2002,Toronto Raptors
Tracy McGrady,10865000,2001,2002,Orlando Magic
Tim Duncan,10865000,2001,2002,San Antonio Spurs
Jalen Rose,10865000,2001,2002,Indiana Pacers
Keith Van Horn,10865000,2001,2002,New Jersey Nets
Grant Hill,10865000,2001,2002,Orlando Magic
Michael Finley,10625000,2001,2002,Dallas Mavericks
Vlade Divac,10444000,2001,2002,Sacramento Kings
Tom Gugliotta,10113000,2001,2002,Phoenix Suns
Eddie Jones,10080000,2001,2002,Miami Heat
Brian Grant,10009000,2001,2002,Miami Heat
Allan Houston,10000000,2001,2002,New York Knicks
Tim Thomas,9675000,2001,2002,Milwaukee Bucks
David Robinson,9500000,2001,2002,San Antonio Spurs
Terrell Brandon,9250000,2001,2002,Minnesota Timberwolves
Nick Van Exel,9093000,2001,2002,Denver Nuggets
Steve Smith,9000000,2001,2002,San Antonio Spurs
Glenn Robinson,8990000,2001,2002,Milwaukee Bucks
Glen Rice,8800000,2001,2002,Houston Rockets
Derrick Coleman,8710000,2001,2002,Philadelphia 76ers
Theo Ratliff,8593000,2001,2002,Atlanta Hawks
Jason Kidd,8440000,2001,2002,New Jersey Nets
Kenny Anderson,8350000,2001,2002,Boston Celtics
Matt Geiger,8142000,2001,2002,Philadelphia 76ers
Toni Kukoc,8050000,2001,2002,Atlanta Hawks
John Stockton,8000000,2001,2002,Utah Jazz
Elden Campbell,7975000,2001,2002,Charlotte Hornets
Clifford Robinson,7656000,2001,2002,Detroit Pistons
Kerry Kittles,7167000,2001,2002,New Jersey Nets
Dale Davis,7010000,2001,2002,Portland Trail Blazers
Jamal Mashburn,6975000,2001,2002,Charlotte Hornets
Greg Ostertag,6933000,2001,2002,Utah Jazz
Tyrone Hill,6600000,2001,2002,Cleveland Cavaliers
Bo Outlaw,6555000,2001,2002,Phoenix Suns
Charles Oakley,6545000,2001,2002,Chicago Bulls
Donyell Marshall,6510000,2001,2002,Utah Jazz
Alan Henderson,6500000,2001,2002,Atlanta Hawks
Derek Anderson,6495000,2001,2002,Portland Trail Blazers
P.J. Brown,6404000,2001,2002,Charlotte Hornets
Jermaine O'Neal,6325000,2001,2002,Indiana Pacers
Austin Croshere,6310000,2001,2002,Indiana Pacers
Wesley Person,6300000,2001,2002,Cleveland Cavaliers
Marcus Camby,6250000,2001,2002,New York Knicks
Erick Dampier,6235000,2001,2002,Golden State Warriors
Ron Mercer,6066000,2001,2002,Indiana Pacers
Kelvin Cato,6048000,2001,2002,Houston Rockets
Derrick McKey,6000000,2001,2002,Philadelphia 76ers
Steve Nash,5750000,2001,2002,Dallas Mavericks
Isaac Austin,5695000,2001,2002,Memphis Grizzlies
Jerry Stackhouse,5500000,2001,2002,Detroit Pistons
Shandon Anderson,5500000,2001,2002,New York Knicks
Lorenzen Wright,5500000,2001,2002,Memphis Grizzlies
Nick Anderson,5401000,2001,2002,Memphis Grizzlies
Mookie Blaylock,5400000,2001,2002,Golden State Warriors
Chris Mills,5400000,2001,2002,Golden State Warriors
Alvin Williams,5350000,2001,2002,Toronto Raptors
Robert Horry,5300000,2001,2002,Los Angeles Lakers
Eddie Robinson,5205000,2001,2002,Chicago Bulls
Chris Childs,5200000,2001,2002,Toronto Raptors
Bryon Russell,5142000,2001,2002,Utah Jazz
Charlie Ward,5110000,2001,2002,New York Knicks
Tariq Abdul-Wahad,5062000,2001,2002,Denver Nuggets
Hakeem Olajuwon,5061000,2001,2002,Toronto Raptors
Jerome Williams,5000000,2001,2002,Toronto Raptors
Doug Christie,5000000,2001,2002,Sacramento Kings
Walt Williams,5000000,2001,2002,Houston Rockets
Peja Stojakovic,5000000,2001,2002,Sacramento Kings
Bob Sura,4913000,2001,2002,Golden State Warriors
Jason Caffey,4812000,2001,2002,Milwaukee Bucks
Howard Eisley,4781000,2001,2002,New York Knicks
Vitaly Potapenko,4762000,2001,2002,Boston Celtics
Brent Barry,4680000,2001,2002,Seattle SuperSonics
Michael Olowokandi,4662000,2001,2002,LA Clippers
Scott Williams,4650000,2001,2002,Denver Nuggets
Calvin Booth,4539000,2001,2002,Seattle SuperSonics
Anthony Mason,4538000,2001,2002,Milwaukee Bucks
Joe Smith,4538000,2001,2002,Minnesota Timberwolves
Ruben Patterson,4538000,2001,2002,Portland Trail Blazers
Clarence Weatherspoon,4538000,2001,2002,New York Knicks
Avery Johnson,4538000,2001,2002,Denver Nuggets
Brevin Knight,4500000,2001,2002,Memphis Grizzlies
Nazr Mohammed,4500000,2001,2002,Atlanta Hawks
Ben Wallace,4500000,2001,2002,Detroit Pistons
Eric Williams,4448000,2001,2002,Boston Celtics
Danny Fortson,4441000,2001,2002,Golden State Warriors
Christian Laettner,4421000,2001,2002,Washington Wizards
Jahidi White,4413000,2001,2002,Washington Wizards
Kurt Thomas,4413000,2001,2002,New York Knicks
Rashard Lewis,4413000,2001,2002,Seattle SuperSonics
Cuttino Mobley,4412000,2001,2002,Houston Rockets
Brad Miller,4400000,2001,2002,Indiana Pacers
Adonal Foyle,4400000,2001,2002,Golden State Warriors
Scot Pollard,4344000,2001,2002,Sacramento Kings
Voshon Lenard,4252000,2001,2002,Denver Nuggets
Mike Bibby,4174000,2001,2002,Sacramento Kings
Shawn Bradley,4155000,2001,2002,Dallas Mavericks
Darrel Armstrong,4130000,2001,2002,Orlando Magic
Corliss Williamson,4000000,2001,2002,Detroit Pistons
Aaron McKie,4000000,2001,2002,Philadelphia 76ers
Sam Cassell,4000000,2001,2002,Milwaukee Bucks
Greg Anthony,3940000,2001,2002,Milwaukee Bucks
Elton Brand,3882000,2001,2002,LA Clippers
Mark Jackson,3860000,2001,2002,New York Knicks
Michael Stewart,3840000,2001,2002,Toronto Raptors
Kenyon Martin,3801000,2001,2002,New Jersey Nets
Rick Fox,3791000,2001,2002,Los Angeles Lakers
Raef LaFrentz,3755000,2001,2002,Denver Nuggets
Lamond Murray,3750000,2001,2002,Cleveland Cavaliers
Eric Snow,3750000,2001,2002,Philadelphia 76ers
Kwame Brown,3697000,2001,2002,Washington Wizards
Brent Price,3680000,2001,2002,Sacramento Kings
Ervin Johnson,3670000,2001,2002,Milwaukee Bucks
Jud Buechler,3666000,2001,2002,Phoenix Suns
Tony Battie,3600000,2001,2002,Boston Celtics
Travis Knight,3600000,2001,2002,New York Knicks
Moochie Norris,3600000,2001,2002,Houston Rockets
Zeljko Rebraca,3500000,2001,2002,Detroit Pistons
Steve Francis,3473000,2001,2002,Houston Rockets
Stromile Swift,3401000,2001,2002,Memphis Grizzlies
Tracy Murray,3400000,2001,2002,Toronto Raptors
Antawn Jamison,3388000,2001,2002,Golden State Warriors
Tim Hardaway,3360000,2001,2002,Denver Nuggets
Chucky Atkins,3300000,2001,2002,Detroit Pistons
Tyrone Nesby,3260000,2001,2002,Washington Wizards
Travis Best,3250000,2001,2002,Indiana Pacers
Anthony Carter,3250000,2001,2002,Miami Heat
Marc Jackson,3250000,2001,2002,Minnesota Timberwolves
David Wesley,3240000,2001,2002,Charlotte Hornets
Dean Garrett,3240000,2001,2002,Minnesota Timberwolves
Jon Barry,3175000,2001,2002,Detroit Pistons
Walter McCarty,3125000,2001,2002,Boston Celtics
Baron Davis,3119000,2001,2002,Charlotte Hornets
Vince Carter,3073000,2001,2002,Toronto Raptors
Darius Miles,3054000,2001,2002,LA Clippers
Evan Eschmeyer,3038000,2001,2002,Dallas Mavericks
Jaren Jackson,3020000,2001,2002,Orlando Magic
Derek Fisher,3000000,2001,2002,Los Angeles Lakers
Eric Piatkowski,3000000,2001,2002,LA Clippers
Antonio Daniels,3000000,2001,2002,San Antonio Spurs
LaPhonso Ellis,3000000,2001,2002,Miami Heat
Cedric Henderson,3000000,2001,2002,Golden State Warriors
Kevin Willis,3000000,2001,2002,Houston Rockets
Lawrence Funderburke,3000000,2001,2002,Sacramento Kings
Anthony Peeler,2978000,2001,2002,Minnesota Timberwolves
Pau Gasol,2970000,2001,2002,Memphis Grizzlies
Andrew DeClercq,2900000,2001,2002,Orlando Magic
Lamar Odom,2812000,2001,2002,LA Clippers
Robert Traylor,2793000,2001,2002,Charlotte Hornets
Tyson Chandler,2756000,2001,2002,Chicago Bulls
Marcus Fizer,2754000,2001,2002,Chicago Bulls
Lindsey Hunter,2700000,2001,2002,Los Angeles Lakers
Chris Whitney,2666000,2001,2002,Washington Wizards
John Wallace,2630000,2001,2002,Phoenix Suns
Jason Williams,2554000,2001,2002,Memphis Grizzlies
Jonathan Bender,2546000,2001,2002,Indiana Pacers
Mikki Moore,2531000,2001,2002,Detroit Pistons
Chris Gatling,2504000,2001,2002,Miami Heat
Chris Crawford,2500000,2001,2002,Atlanta Hawks
Mike Miller,2494000,2001,2002,Orlando Magic
Eric Montross,2480000,2001,2002,Toronto Raptors
Othella Harrington,2475000,2001,2002,New York Knicks
John Starks,2475000,2001,2002,Utah Jazz
Randy Brown,2475000,2001,2002,Boston Celtics
Bimbo Coles,2475000,2001,2002,Cleveland Cavaliers
Aaron Williams,2475000,2001,2002,New Jersey Nets
Tony Delk,2475000,2001,2002,Phoenix Suns
Chauncey Billups,2475000,2001,2002,Minnesota Timberwolves
Bobby Jackson,2475000,2001,2002,Sacramento Kings
Horace Grant,2419000,2001,2002,Orlando Magic
Steve Kerr,2406000,2001,2002,Portland Trail Blazers
Rodney Rogers,2400000,2001,2002,Phoenix Suns
Sean Rooks,2400000,2001,2002,LA Clippers
Terry Porter,2400000,2001,2002,San Antonio Spurs
Calbert Cheaney,2400000,2001,2002,Denver Nuggets
Michael Curry,2400000,2001,2002,Detroit Pistons
George McCloud,2400000,2001,2002,Denver Nuggets
Stacey Augmon,2400000,2001,2002,Charlotte Hornets
Lucious Harris,2400000,2001,2002,New Jersey Nets
George Lynch,2400000,2001,2002,Charlotte Hornets
Grant Long,2400000,2001,2002,Memphis Grizzlies
Hubert Davis,2368000,2001,2002,Washington Wizards
Larry Hughes,2343000,2001,2002,Golden State Warriors
Wally Szczerbiak,2313000,2001,2002,Minnesota Timberwolves
Malik Rose,2285000,2001,2002,San Antonio Spurs
Vinny Del Negro,2275000,2001,2002,Phoenix Suns
DerMarr Johnson,2265000,2001,2002,Atlanta Hawks
Eddy Curry,2232000,2001,2002,Chicago Bulls
Shane Battier,2203000,2001,2002,Memphis Grizzlies
John Amaechi,2175000,2001,2002,Utah Jazz
Dirk Nowitzki,2157000,2001,2002,Dallas Mavericks
Patrick Ewing,2118000,2001,2002,Orlando Magic
Richard Hamilton,2111000,2001,2002,Washington Wizards
Dell Curry,2100000,2001,2002,Toronto Raptors
Chris Mihm,2067000,2001,2002,Cleveland Cavaliers
Paul Pierce,2051000,2001,2002,Boston Celtics
Bonzi Wells,2028000,2001,2002,Portland Trail Blazers
Jason Richardson,2021000,2001,2002,Golden State Warriors
Eddie Griffin,2011000,2001,2002,Houston Rockets
Michael Doleac,2000000,2001,2002,Cleveland Cavaliers
Bryant Stith,2000000,2001,2002,Cleveland Cavaliers
Keon Clark,1971000,2001,2002,Toronto Raptors
Michael Dickerson,1940000,2001,2002,Memphis Grizzlies
Andre Miller,1934000,2001,2002,Cleveland Cavaliers
Greg Foster,1924000,2001,2002,Milwaukee Bucks
Matt Harpring,1908000,2001,2002,Philadelphia 76ers
Jamal Crawford,1894000,2001,2002,Chicago Bulls
DeSagana Diop,1842000,2001,2002,Cleveland Cavaliers
Shawn Marion,1778000,2001,2002,Phoenix Suns
Darvin Ham,1760000,2001,2002,Milwaukee Bucks
Shammond Williams,1750000,2001,2002,Seattle SuperSonics
Joel Przybilla,1741000,2001,2002,Milwaukee Bucks
Rasho Nesterovic,1725000,2001,2002,Minnesota Timberwolves
Tyronn Lue,1714000,2001,2002,Washington Wizards
Rodney White,1694000,2001,2002,Detroit Pistons
Jason Terry,1689000,2001,2002,Atlanta Hawks
Keyon Dooling,1654000,2001,2002,LA Clippers
Joe Johnson,1608000,2001,2002,Phoenix Suns
Trajan Langdon,1604000,2001,2002,Cleveland Cavaliers
Johnny Newman,1575000,2001,2002,Dallas Mavericks
Jerome Moiso,1571000,2001,2002,Charlotte Hornets
Pat Garrity,1569000,2001,2002,Orlando Magic
Kedrick Brown,1528000,2001,2002,Boston Celtics
Roshown McLeod,1509000,2001,2002,Boston Celtics
Tony Massenburg,1500000,2001,2002,Memphis Grizzlies
Danny Manning,1500000,2001,2002,Dallas Mavericks
Dana Barros,1500000,2001,2002,Detroit Pistons
Ricky Davis,1496000,2001,2002,Cleveland Cavaliers
Etan Thomas,1493000,2001,2002,Washington Wizards
Brian Skinner,1483000,2001,2002,Cleveland Cavaliers
Corie Blount,1452000,2001,2002,Philadelphia 76ers
Vladimir Radmanovic,1452000,2001,2002,Seattle SuperSonics
Corey Maggette,1448000,2001,2002,LA Clippers
Al Harrington,1436000,2001,2002,Indiana Pacers
Courtney Alexander,1418000,2001,2002,Washington Wizards
Samaki Walker,1400000,2001,2002,Los Angeles Lakers
Richard Jefferson,1379000,2001,2002,New Jersey Nets
William Avery,1375000,2001,2002,Minnesota Timberwolves
Mateen Cleaves,1347000,2001,2002,Sacramento Kings
Troy Murphy,1310000,2001,2002,Golden State Warriors
Eldridge Recasner,1300000,2001,2002,LA Clippers
Bryce Drew,1300000,2001,2002,Charlotte Hornets
Matt Bullard,1300000,2001,2002,Charlotte Hornets
Popeye Jones,1300000,2001,2002,Washington Wizards
Jason Collier,1280000,2001,2002,Houston Rockets
Metta World Peace,1241000,2001,2002,Indiana Pacers
Hedo Turkoglu,1216000,2001,2002,Sacramento Kings
Greg Buckner,1210000,2001,2002,Dallas Mavericks
Kirk Haston,1182000,2001,2002,Charlotte Hornets
Cal Bowdler,1179000,2001,2002,Atlanta Hawks
Desmond Mason,1155000,2001,2002,Seattle SuperSonics
Michael Bradley,1124000,2001,2002,Toronto Raptors
James Posey,1120000,2001,2002,Denver Nuggets
Quentin Richardson,1097000,2001,2002,LA Clippers
Quincy Lewis,1070000,2001,2002,Utah Jazz
Jason Collins,1067000,2001,2002,New Jersey Nets
Jamaal Magloire,1048000,2001,2002,Charlotte Hornets
Steven Hunter,1037000,2001,2002,Orlando Magic
Dion Glover,1027000,2001,2002,Atlanta Hawks
Zach Randolph,1019000,2001,2002,Portland Trail Blazers
Speedy Claxton,1006000,2001,2002,Philadelphia 76ers
Michael Jordan,1000000,2001,2002,Washington Wizards
Danny Ferry,1000000,2001,2002,San Antonio Spurs
Fred Hoiberg,1000000,2001,2002,Chicago Bulls
Don Reid,1000000,2001,2002,Orlando Magic
John Crotty,1000000,2001,2002,Utah Jazz
Mark Bryant,1000000,2001,2002,San Antonio Spurs
Jeff Foster,986000,2001,2002,Indiana Pacers
Morris Peterson,966000,2001,2002,Toronto Raptors
Kenny Thomas,946000,2001,2002,Houston Rockets
Joseph Forte,939000,2001,2002,Boston Celtics
Donnell Harvey,927000,2001,2002,Denver Nuggets
Jeryl Sasser,902000,2001,2002,Orlando Magic
DeShawn Stevenson,890000,2001,2002,Utah Jazz
Brandon Armstrong,865000,2001,2002,New Jersey Nets
Dalibor Bagaric,854000,2001,2002,Chicago Bulls
Tim James,837000,2001,2002,Philadelphia 76ers
Devean George,834000,2001,2002,Los Angeles Lakers
Andrei Kirilenko,831000,2001,2002,Utah Jazz
Jake Tsakalidis,820000,2001,2002,Phoenix Suns
Brendan Haywood,815000,2001,2002,Washington Wizards
Vonteego Cummings,810000,2001,2002,Philadelphia 76ers
Mamadou N'diaye,793000,2001,2002,Toronto Raptors
Jumaine Jones,786000,2001,2002,Cleveland Cavaliers
Scott Padgett,781000,2001,2002,Utah Jazz
Samuel Dalembert,771000,2001,2002,Philadelphia 76ers
Erick Barkley,765000,2001,2002,Portland Trail Blazers
Mark Madsen,760000,2001,2002,Los Angeles Lakers
Jamaal Tinsley,749000,2001,2002,Indiana Pacers
Primoz Brezec,749000,2001,2002,Indiana Pacers
Tony Parker,744000,2001,2002,San Antonio Spurs
Bruce Bowen,715000,2001,2002,San Antonio Spurs
Cherokee Parks,715000,2001,2002,San Antonio Spurs
Emanual Davis,715000,2001,2002,Atlanta Hawks
Milt Palacio,690000,2001,2002,Phoenix Suns
Gerald Wallace,664000,2001,2002,Sacramento Kings
Earl Boykins,650000,2001,2002,LA Clippers
Adrian Griffin,648000,2001,2002,Dallas Mavericks
Ryan Bowen,630000,2001,2002,Denver Nuggets
Rafer Alston,625000,2001,2002,Milwaukee Bucks
Harold Jamison,600000,2001,2002,LA Clippers
Mitchell Butler,591000,2001,2002,Portland Trail Blazers
Kevin Ollie,591000,2001,2002,Indiana Pacers
Chris Dudley,591000,2001,2002,Portland Trail Blazers
Rick Brunson,591000,2001,2002,Portland Trail Blazers
Brian Shaw,591000,2001,2002,Los Angeles Lakers
Felton Spencer,591000,2001,2002,New York Knicks
Larry Robinson,591000,2001,2002,New York Knicks
Gary Trent,591000,2001,2002,Minnesota Timberwolves
Sam Mitchell,591000,2001,2002,Minnesota Timberwolves
Erick Strickland,591000,2001,2002,Boston Celtics
Carlos Rogers,591000,2001,2002,Indiana Pacers
Rod Strickland,591000,2001,2002,Miami Heat
Troy Hudson,591000,2001,2002,Orlando Magic
Victor Alexander,591000,2001,2002,Detroit Pistons
Monty Williams,591000,2001,2002,Orlando Magic
Shawnelle Scott,591000,2001,2002,Denver Nuggets
Mark Pope,591000,2001,2002,Milwaukee Bucks
Antonio Harvey,591000,2001,2002,Seattle SuperSonics
Jeff McInnis,590000,2001,2002,LA Clippers
Darrick Martin,590000,2001,2002,Dallas Mavericks
Jacque Vaughn,590000,2001,2002,Atlanta Hawks
Kendall Gill,590000,2001,2002,Miami Heat
Mitch Richmond,590000,2001,2002,Los Angeles Lakers
Dan Majerle,590000,2001,2002,Phoenix Suns
Sean Marks,566000,2001,2002,Miami Heat
Vladimir Stepania,566000,2001,2002,Miami Heat
Damon Jones,566000,2001,2002,Detroit Pistons
Bruno Sundov,565000,2001,2002,Indiana Pacers
Felipe Lopez,565000,2001,2002,Minnesota Timberwolves
Todd MacCulloch,550000,2001,2002,New Jersey Nets
Amal McCaskill,541000,2001,2002,San Antonio Spurs
Derrick Dial,541000,2001,2002,Toronto Raptors
Charles Smith,541000,2001,2002,San Antonio Spurs
Jelani McCoy,541000,2001,2002,Los Angeles Lakers
Obinna Ekezie,541000,2001,2002,LA Clippers
Michael Ruffin,540000,2001,2002,Philadelphia 76ers
Rodney Buford,540000,2001,2002,Memphis Grizzlies
Mark Blount,540000,2001,2002,Boston Celtics
Mark Strickland,539000,2001,2002,Atlanta Hawks
Terence Morris,490000,2001,2002,Houston Rockets
Jim Jackson,480000,2001,2002,Miami Heat
Predrag Drobnjak,479000,2001,2002,Seattle SuperSonics
Art Long,466000,2001,2002,Seattle SuperSonics
Lee Nailon,466000,2001,2002,Charlotte Hornets
Zendon Hamilton,466000,2001,2002,Denver Nuggets
Lavor Postell,466000,2001,2002,New York Knicks
Jerome James,466000,2001,2002,Seattle SuperSonics
Olumide Oyedeji,466000,2001,2002,Seattle SuperSonics
Eduardo Najera,465000,2001,2002,Dallas Mavericks
Raja Bell,465000,2001,2002,Philadelphia 76ers
Michael Redd,465000,2001,2002,Milwaukee Bucks
Jason Hart,465000,2001,2002,San Antonio Spurs
Daniel Santiago,465000,2001,2002,Phoenix Suns
Dan Langhi,465000,2001,2002,Houston Rockets
Eddie Gill,465000,2001,2002,Memphis Grizzlies
ZhiZhi Wang,465000,2001,2002,Dallas Mavericks
Eddie House,465000,2001,2002,Miami Heat
Jake Voskuhl,465000,2001,2002,Phoenix Suns
Stephen Jackson,465000,2001,2002,San Antonio Spurs
A.J. Guyton,465000,2001,2002,Chicago Bulls
Brian Cardinal,465000,2001,2002,Detroit Pistons
Hanno Mottola,465000,2001,2002,Atlanta Hawks
Slava Medvedenko,465000,2001,2002,Los Angeles Lakers
Reggie Slater,438000,2001,2002,New Jersey Nets
Steve Goodrich,389000,2001,2002,New Jersey Nets
Gilbert Arenas,333000,2001,2002,Golden State Warriors
Ratko Varda,333000,2001,2002,Detroit Pistons
Earl Watson,333000,2001,2002,Seattle SuperSonics
Jarron Collins,333000,2001,2002,Utah Jazz
Kenny Satterfield,333000,2001,2002,Denver Nuggets
Malik Allen,333000,2001,2002,Miami Heat
Jamison Brewer,333000,2001,2002,Indiana Pacers
